"Time","low","mid","up"
357,939,49,12
358,938,48,14
359,939,47,14
360,943,44,13
361,944,44,12
362,944,45,11
363,944,46,10
364,941,48,11
365,946,44,10
366,946,44,10
367,948,43,9
368,947,45,8
369,948,42,10
370,939,46,15
371,941,45,14
372,942,44,14
373,943,43,14
374,945,42,13
375,948,43,9
376,952,39,9
377,954,38,8
378,957,36,7
379,964,29,7
380,967,26,7
381,967,26,7
382,971,22,7
383,970,24,6
384,969,26,5
385,969,26,5
386,968,27,5
387,955,38,7
388,959,35,6
389,957,37,6
390,959,36,5
391,957,38,5
392,956,39,5
393,956,38,6
394,957,37,6
395,963,31,6
396,961,33,6
397,967,29,4
398,967,29,4
399,969,27,4
400,973,24,3
401,973,24,3
402,975,22,3
403,977,20,3
404,979,18,3
405,978,20,2
406,978,21,1
407,982,17,1
408,985,14,1
409,986,13,1
410,985,14,1
411,985,13,2
412,985,13,2
413,983,15,2
414,983,15,2
415,983,15,2
416,982,16,2
417,983,15,2
418,983,15,2
419,984,14,2
420,984,14,2
421,984,14,2
422,987,12,1
423,984,15,1
424,984,15,1
425,984,15,1
426,984,15,1
427,983,16,1
428,982,17,1
429,982,17,1
430,983,16,1
431,982,17,1
432,983,16,1
433,982,16,2
434,983,16,1
435,985,14,1
436,984,15,1
437,983,16,1
438,984,15,1
439,985,14,1
440,984,15,1
441,985,14,1
442,985,14,1
443,987,12,1
444,987,12,1
445,987,12,1
446,953,38,9
447,956,35,9
448,955,36,9
449,955,36,9
450,954,37,9
451,956,36,8
452,959,33,8
453,959,34,7
454,957,36,7
455,963,30,7
456,966,30,4
457,964,31,5
458,964,32,4
459,968,28,4
460,969,27,4
461,970,27,3
462,971,25,4
463,971,26,3
464,973,24,3
465,973,24,3
466,974,23,3
467,973,25,2
468,974,24,2
469,979,19,2
470,980,18,2
471,981,17,2
472,980,18,2
473,982,16,2
474,982,16,2
475,984,14,2
476,988,10,2
477,987,11,2
478,987,11,2
479,986,12,2
480,987,12,1
481,986,13,1
482,986,13,1
483,987,12,1
484,987,12,1
485,987,12,1
486,987,12,1
487,955,38,7
488,951,42,7
489,954,40,6
490,958,36,6
491,960,36,4
492,960,36,4
493,961,34,5
494,962,33,5
495,964,31,5
496,963,33,4
497,965,30,5
498,969,25,6
499,969,25,6
500,958,34,8
